Year,Period_Code,Period_Label,Country_Code,Country_Label,Country_ValidFrom,Country_ValidTo,Country_IsTarget,Value,DataSource_Code,DataSource_Label,DataStatus_Code,DataStatus_Label,DataConfidentiality_Code,DataConfidentiality_Label,Comment_English,Comment_French,Comment_Confidentiality_Code,Comment_Confidentiality_Label
1970,A00,Annual,132,Cabo Verde,1940,2102,TRUE,28.75000002875,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,136,Cayman Islands,1940,2102,TRUE,0.827843865271655,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,140,Central African Republic,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,144,Sri Lanka,1940,2102,TRUE,5.95237000495237,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,148,Chad,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,152,Chile,1940,2102,TRUE,0.0112775040919884,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,156,China,1940,2102,TRUE,2.46180889882528,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,158,"China, Taiwan Province of",1940,2102,TRUE,40.000000039,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,170,Colombia,1940,2102,TRUE,18.4441666666667,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,174,Comoros,1940,2102,TRUE,276.400794802734,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,178,Congo,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,180,Dem. Rep. of the Congo,1940,2102,TRUE,1.67e-12,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,184,Cook Islands,1940,2102,TRUE,0.892856999892857,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,188,Costa Rica,1940,2102,TRUE,6.625000005625,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,192,Cuba,1940,2102,TRUE,1,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,196,Cyprus,1940,2102,TRUE,0.711917835777204,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,200,Czechoslovakia,1940,1992,TRUE,27,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,204,Benin,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,208,Denmark,1940,2102,TRUE,7.5000000065,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,212,Dominica,1940,2102,TRUE,2.000000001,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,214,Dominican Republic,1940,2102,TRUE,1,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,218,Ecuador,1940,2102,TRUE,1,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,222,El Salvador,1940,2102,TRUE,1,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,226,Equatorial Guinea,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,230,Ethiopia (...1991),1940,1991,TRUE,2.5000000015,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,234,Faroe Islands,1940,2102,TRUE,7.5000000065,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,238,Falkland Islands (Malvinas),1940,2102,TRUE,0.416666999416667,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,242,Fiji,1940,2102,TRUE,0.870833999870834,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,246,Finland,1940,2102,TRUE,0.706384246038749,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,250,France,1940,2102,TRUE,0.846730807744134,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,258,French Polynesia,1940,2102,TRUE,100.985000099985,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,262,Djibouti,1940,2102,TRUE,214.392000213392,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,266,Gabon,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,270,Gambia,1940,2102,TRUE,2.08333000108333,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,275,State of Palestine,1940,2102,TRUE,1,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,280,Federal Republic of Germany,1940,1989,TRUE,1.8713282865382,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,288,Ghana,1940,2102,TRUE,1.01985139685e-4,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,292,Gibraltar,1940,2102,TRUE,0.416666999416667,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,296,Kiribati,1940,2102,TRUE,0.892856999892857,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,300,Greece,1940,2102,TRUE,0.0880410859251651,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,304,Greenland,1940,2102,TRUE,7.5000000065,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,308,Grenada,1940,2102,TRUE,2.000000001,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,316,Guam,1940,2102,TRUE,1,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,320,Guatemala,1940,2102,TRUE,1,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,324,Guinea,1940,2102,TRUE,104.322440306446,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,328,Guyana,1940,2102,TRUE,2.000000001,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,332,Haiti,1940,2102,TRUE,5.000000004,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,340,Honduras,1940,2102,TRUE,2.000000001,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,344,"China, Hong Kong SAR",1940,2102,TRUE,6.0606000050606,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,348,Hungary,1940,2102,TRUE,59.999999999,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,352,Iceland,1940,2102,TRUE,0.879999999968158,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,356,India,1940,2102,TRUE,7.5000000065,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,364,Iran (Islamic Republic of),1940,2102,TRUE,75.75000007575,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,368,Iraq,1940,2102,TRUE,1.60343104629665,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,372,Ireland,1940,2102,TRUE,0.529057955184172,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,376,Israel,1940,2102,TRUE,3.4999923278289e-4,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,380,Italy,1940,2102,TRUE,0.322785562253715,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,384,Cote d'Ivoire,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,388,Jamaica,1940,2102,TRUE,0.833332999833333,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,392,Japan,1940,2102,TRUE,360.000000359,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,400,Jordan,1940,2102,TRUE,0.357142999357143,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,404,Kenya,1940,2102,TRUE,7.14286000614286,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,408,Dem. People's Rep. of Korea,1940,2102,TRUE,2.57,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,410,"Korea, Republic of",1940,2102,TRUE,310.555833333333,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,414,Kuwait,1940,2102,TRUE,0.357142999357143,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,418,Lao People's Dem. Rep.,1940,2102,TRUE,1.47042728586199,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,422,Lebanon,1940,2102,TRUE,3.26898333233333,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,426,Lesotho,1940,2102,TRUE,0.714285999714286,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,430,Liberia,1940,2102,TRUE,1,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,434,Libya,1940,2102,TRUE,0.357142999,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,438,Liechtenstein,1940,2102,TRUE,4.37295000337295,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,442,Luxembourg,1940,2102,TRUE,1.23946762508088,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,446,"China, Macao SAR",1940,2102,TRUE,6.05140350825,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,450,Madagascar,1940,2102,TRUE,55.5419000555419,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,454,Malawi,1940,2102,TRUE,0.833332999833333,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,458,Malaysia,1940,2102,TRUE,3.06122000206122,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,462,Maldives,1940,2102,TRUE,4.749999999,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,466,Mali,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,470,Malta,1940,2102,TRUE,0.970573024497244,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,478,Mauritania,1940,2102,TRUE,5.55419000545419,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,480,Mauritius,1940,2102,TRUE,5.55555000455555,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,484,Mexico,1940,2102,TRUE,0.0125000000125,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,492,Monaco,1940,2102,TRUE,0.846730807744134,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,496,Mongolia,1940,2102,TRUE,35.2912301496281,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,500,Montserrat,1940,2102,TRUE,2.00337610955604,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,504,Morocco,1940,2102,TRUE,5.06049000406049,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,508,Mozambique,1940,2102,TRUE,0.02875000002875,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,512,Oman,1940,2102,TRUE,0.416666999416667,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,516,Namibia,1940,2102,TRUE,0.716413520036937,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,520,Nauru,1940,2102,TRUE,0.892856999892857,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,524,Nepal,1940,2102,TRUE,10.125000010125,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,528,Netherlands (Kingdom of the),1940,2102,TRUE,1.64268438343521,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,530,Netherlands Antilles,1940,2010,TRUE,1.88585000088585,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,533,Aruba,1940,2102,TRUE,1.79,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,540,New Caledonia,1940,2102,TRUE,100.985000099985,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,548,Vanuatu,1940,2102,TRUE,100.985000099985,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,554,New Zealand,1940,2102,TRUE,0.892856999892857,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,558,Nicaragua,1940,2102,TRUE,2.06064418965517e-9,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,562,Niger,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,566,Nigeria,1940,2102,TRUE,0.714285999714286,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,570,Niue,1940,2102,TRUE,0.892856999892857,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,582,"Pacific Islands, Trust Territory",1940,1981,TRUE,1,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,586,Pakistan,1940,2102,TRUE,4.7619000037619,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,592,"Panama, Canal Zone",1940,1980,TRUE,1,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,598,Papua New Guinea,1940,2102,TRUE,0.892856999892857,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,600,Paraguay,1940,2102,TRUE,126,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,604,Peru,1940,2102,TRUE,3.8699999999e-8,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,608,Philippines,1940,2102,TRUE,5.904349999325,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,616,Poland,1940,2102,TRUE,4e-4,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,620,Portugal,1940,2102,TRUE,0.143404395550473,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,624,Guinea-Bissau,1940,2102,TRUE,0.44230769275,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,630,Puerto Rico,1940,2102,TRUE,1,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,634,Qatar,1940,2102,TRUE,4.7619000037619,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,642,Romania,1940,2102,TRUE,0.00218978464002924,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,646,Rwanda,1940,2102,TRUE,99.9999999,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,654,Saint Helena,1940,2102,TRUE,0.416666999416667,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,659,Saint Kitts and Nevis,1940,2102,TRUE,2.000000001,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,660,Anguilla,1940,2102,TRUE,2.00337610955604,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,662,Saint Lucia,1940,2102,TRUE,2.000000001,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,666,Saint Pierre and Miquelon,1940,2102,TRUE,0.846730807744134,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,670,Saint Vincent and the Grenadines,1940,2102,TRUE,2.000000001,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,674,San Marino,1940,2102,TRUE,0.846730807744134,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,678,Sao Tome and Principe,1940,2102,TRUE,0.02875000002875,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,682,Saudi Arabia,1940,2102,TRUE,4.5000000035,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,686,Senegal,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,690,Seychelles,1940,2102,TRUE,5.55554610290558,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,694,Sierra Leone,1940,2102,TRUE,8.3333299983333e-4,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,702,Singapore,1940,2102,TRUE,3.06122000206122,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,704,Viet Nam,1940,2102,TRUE,1,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,706,Somalia,1940,2102,TRUE,7.14286000614286,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,710,South Africa,1940,2102,TRUE,0.714285999714286,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,716,Zimbabwe,1940,2102,TRUE,1,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,720,"Yemen, Democratic",1940,1989,TRUE,0.416666999416667,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,724,Spain,1940,2102,TRUE,0.420708473489356,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,736,Sudan (...2011),1940,2011,TRUE,3.48199999e-4,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,740,Suriname,1940,2102,TRUE,0.001885,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,748,Eswatini,1940,2102,TRUE,0.714285999714286,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,752,Sweden,1940,2102,TRUE,5.17321000417321,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,756,Switzerland,1940,2102,TRUE,4.37295000337295,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,760,Syrian Arab Republic,1940,2102,TRUE,3.9,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,764,Thailand,1940,2102,TRUE,20.8000000198,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,768,Togo,1940,2102,TRUE,276.403137026845,4805,UNSD - NA Estimates (USD),00,Normal,0,Free,NA,NA,NA,NA
1970,A00,Annual,772,Tokelau,1940,2102,TRUE,0.892856999892857,3001,National Statistical Office (NSO) - Refers to a specific country -,00,Normal,0,Free,NA,NA,NA,NA
