Parent_Code,Parent_Label,Parent_ValidFrom,Parent_ValidTo,Parent_IsTarget,Child_Code,Child_Label,Child_ValidFrom,Child_ValidTo,Child_IsTarget
1642,"SIDS: Caribbean",1940,2102,False,044,"Bahamas",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,048,"Bahrain",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,048,"Bahrain",1940,2102,True
1434,"Developing economies: Western Asia",1940,2102,False,048,"Bahrain",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,050,"Bangladesh",1940,2102,True
1612,"LDCs: Asia",1940,2102,False,050,"Bangladesh",1940,2102,True
1432,"Developing economies: Southern Asia",1940,2102,False,050,"Bangladesh",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,051,"Armenia",1992,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,051,"Armenia",1992,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,051,"Armenia",1992,2102,True
1434,"Developing economies: Western Asia",1940,2102,False,051,"Armenia",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,052,"Barbados",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,052,"Barbados",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,052,"Barbados",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,052,"Barbados",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,056,"Belgium",1940,2102,True
1520,"Developed economies: Americas",1940,2102,False,060,"Bermuda",1940,2102,True
1641,"SIDS: Atlantic and Indian Ocean",1940,2102,False,060,"Bermuda",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,064,"Bhutan",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,064,"Bhutan",1940,2102,True
1432,"Developing economies: Southern Asia",1940,2102,False,064,"Bhutan",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,068,"Bolivia (Plurinational State of)",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,068,"Bolivia (Plurinational State of)",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,068,"Bolivia (Plurinational State of)",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,068,"Bolivia (Plurinational State of)",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,070,"Bosnia and Herzegovina",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,072,"Botswana",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,072,"Botswana",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,072,"Botswana",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,072,"Botswana",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,074,"Bouvet Island",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,074,"Bouvet Island",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,074,"Bouvet Island",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,076,"Brazil",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,076,"Brazil",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,076,"Brazil",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,084,"Belize",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,084,"Belize",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,084,"Belize",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,084,"Belize",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,086,"British Indian Ocean Territory",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,086,"British Indian Ocean Territory",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,086,"British Indian Ocean Territory",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,090,"Solomon Islands",1940,2102,True
1615,"LDCs: Islands and Haiti",1940,2102,False,090,"Solomon Islands",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,090,"Solomon Islands",1940,2102,True
1643,"SIDS: Pacific",1940,2102,False,090,"Solomon Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,092,"British Virgin Islands",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,092,"British Virgin Islands",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,092,"British Virgin Islands",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,092,"British Virgin Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,096,"Brunei Darussalam",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,096,"Brunei Darussalam",1940,2102,True
1435,"Developing economies: South-eastern Asia",1940,2102,False,096,"Brunei Darussalam",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,100,"Bulgaria",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,104,"Myanmar",1940,2102,True
1612,"LDCs: Asia",1940,2102,False,104,"Myanmar",1940,2102,True
1435,"Developing economies: South-eastern Asia",1940,2102,False,104,"Myanmar",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,108,"Burundi",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,108,"Burundi",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,108,"Burundi",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,108,"Burundi",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,112,"Belarus",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,116,"Cambodia",1940,2102,True
1612,"LDCs: Asia",1940,2102,False,116,"Cambodia",1940,2102,True
1435,"Developing economies: South-eastern Asia",1940,2102,False,116,"Cambodia",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,120,"Cameroon",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,120,"Cameroon",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,120,"Cameroon",1940,2102,True
1520,"Developed economies: Americas",1940,2102,False,124,"Canada",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,132,"Cabo Verde",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,132,"Cabo Verde",1940,2102,True
1641,"SIDS: Atlantic and Indian Ocean",1940,2102,False,132,"Cabo Verde",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,132,"Cabo Verde",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,136,"Cayman Islands",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,136,"Cayman Islands",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,136,"Cayman Islands",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,136,"Cayman Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,140,"Central African Republic",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,140,"Central African Republic",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,140,"Central African Republic",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,140,"Central African Republic",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,144,"Sri Lanka",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,144,"Sri Lanka",1940,2102,True
1432,"Developing economies: Southern Asia",1940,2102,False,144,"Sri Lanka",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,148,"Chad",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,148,"Chad",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,148,"Chad",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,148,"Chad",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,152,"Chile",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,152,"Chile",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,152,"Chile",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,156,"China",1940,2102,True
1433,"Developing economies: Eastern Asia",1940,2102,False,156,"China",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,158,"China, Taiwan Province of",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,158,"China, Taiwan Province of",1940,2102,True
1433,"Developing economies: Eastern Asia",1940,2102,False,158,"China, Taiwan Province of",1940,2102,True
1550,"Developed economies: Oceania",1940,2102,False,162,"Christmas Island",1940,2102,True
1550,"Developed economies: Oceania",1940,2102,False,166,"Cocos (Keeling) Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,170,"Colombia",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,170,"Colombia",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,170,"Colombia",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,174,"Comoros",1940,2102,True
1615,"LDCs: Islands and Haiti",1940,2102,False,174,"Comoros",1940,2102,True
1641,"SIDS: Atlantic and Indian Ocean",1940,2102,False,174,"Comoros",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,174,"Comoros",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,175,"Mayotte",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,175,"Mayotte",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,175,"Mayotte",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,178,"Congo",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,178,"Congo",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,178,"Congo",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,180,"Dem. Rep. of the Congo",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,180,"Dem. Rep. of the Congo",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,180,"Dem. Rep. of the Congo",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,184,"Cook Islands",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,184,"Cook Islands",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,184,"Cook Islands",1940,2102,True
1643,"SIDS: Pacific",1940,2102,False,184,"Cook Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,188,"Costa Rica",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,188,"Costa Rica",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,188,"Costa Rica",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,191,"Croatia",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,192,"Cuba",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,192,"Cuba",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,192,"Cuba",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,192,"Cuba",1940,2102,True
1530,"Developed economies: Asia",1940,2102,False,196,"Cyprus",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,200,"Czechoslovakia",1940,1992,True
1540,"Developed economies: Europe",1940,2102,False,203,"Czechia",1993,2102,True
1600,"Developing economies excluding China",1940,2102,False,204,"Benin",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,204,"Benin",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,204,"Benin",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,208,"Denmark",1940,2102,True
1500,"Developed economies",1940,2102,False,1560,"Developed economies: Asia and Oceania",1940,2102,False
1400,"Developing economies",1940,2102,False,1460,"Developing economies: Asia and Oceania",1940,2102,False
1600,"Developing economies excluding China",1940,2102,False,212,"Dominica",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,212,"Dominica",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,212,"Dominica",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,212,"Dominica",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,214,"Dominican Republic",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,214,"Dominican Republic",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,214,"Dominican Republic",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,214,"Dominican Republic",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,218,"Ecuador",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,218,"Ecuador",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,218,"Ecuador",1940,2102,True
1610,"LDCs (Least developed countries)",1940,2102,False,1612,"LDCs: Asia",1940,2102,False
1600,"Developing economies excluding China",1940,2102,False,222,"El Salvador",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,222,"El Salvador",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,222,"El Salvador",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,226,"Equatorial Guinea",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,226,"Equatorial Guinea",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,226,"Equatorial Guinea",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,230,"Ethiopia (...1991)",1940,1991,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,230,"Ethiopia (...1991)",1940,1991,True
1614,"LDCs: Africa",1940,2102,False,230,"Ethiopia (...1991)",1940,1991,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,230,"Ethiopia (...1991)",1940,1991,True
1600,"Developing economies excluding China",1940,2102,False,231,"Ethiopia",1992,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,231,"Ethiopia",1992,2102,True
1614,"LDCs: Africa",1940,2102,False,231,"Ethiopia",1992,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,231,"Ethiopia",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,232,"Eritrea",1992,2102,True
1614,"LDCs: Africa",1940,2102,False,232,"Eritrea",1992,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,232,"Eritrea",1992,2102,True
1540,"Developed economies: Europe",1940,2102,False,233,"Estonia",1992,2102,True
1540,"Developed economies: Europe",1940,2102,False,234,"Faroe Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,238,"Falkland Islands (Malvinas)",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,238,"Falkland Islands (Malvinas)",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,238,"Falkland Islands (Malvinas)",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,239,"South Georgia and the South Sandwich Islands",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,239,"South Georgia and the South Sandwich Islands",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,239,"South Georgia and the South Sandwich Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,242,"Fiji",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,242,"Fiji",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,242,"Fiji",1940,2102,True
1643,"SIDS: Pacific",1940,2102,False,242,"Fiji",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,246,"Finland",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,248,"Aland Islands",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,250,"France",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,254,"French Guiana",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,254,"French Guiana",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,254,"French Guiana",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,258,"French Polynesia",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,258,"French Polynesia",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,258,"French Polynesia",1940,2102,True
1643,"SIDS: Pacific",1940,2102,False,258,"French Polynesia",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,260,"French Southern Territories",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,260,"French Southern Territories",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,260,"French Southern Territories",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,262,"Djibouti",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,262,"Djibouti",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,262,"Djibouti",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,266,"Gabon",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,266,"Gabon",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,266,"Gabon",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,268,"Georgia",1992,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,268,"Georgia",1992,2102,True
1434,"Developing economies: Western Asia",1940,2102,False,268,"Georgia",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,270,"Gambia",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,270,"Gambia",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,270,"Gambia",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,275,"State of Palestine",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,275,"State of Palestine",1940,2102,True
1434,"Developing economies: Western Asia",1940,2102,False,275,"State of Palestine",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,276,"Germany",1990,2102,True
1540,"Developed economies: Europe",1940,2102,False,278,"Democratic Republic of Germany",1940,1989,True
1540,"Developed economies: Europe",1940,2102,False,280,"Federal Republic of Germany",1940,1989,True
1600,"Developing economies excluding China",1940,2102,False,288,"Ghana",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,288,"Ghana",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,288,"Ghana",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,292,"Gibraltar",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,296,"Kiribati",1940,2102,True
1615,"LDCs: Islands and Haiti",1940,2102,False,296,"Kiribati",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,296,"Kiribati",1940,2102,True
1643,"SIDS: Pacific",1940,2102,False,296,"Kiribati",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,300,"Greece",1940,2102,True
1520,"Developed economies: Americas",1940,2102,False,304,"Greenland",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,308,"Grenada",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,308,"Grenada",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,308,"Grenada",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,308,"Grenada",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,312,"Guadeloupe",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,312,"Guadeloupe",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,312,"Guadeloupe",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,312,"Guadeloupe",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,316,"Guam",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,316,"Guam",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,316,"Guam",1940,2102,True
1643,"SIDS: Pacific",1940,2102,False,316,"Guam",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,320,"Guatemala",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,320,"Guatemala",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,320,"Guatemala",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,324,"Guinea",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,324,"Guinea",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,324,"Guinea",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,328,"Guyana",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,328,"Guyana",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,328,"Guyana",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,328,"Guyana",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,332,"Haiti",1940,2102,True
1615,"LDCs: Islands and Haiti",1940,2102,False,332,"Haiti",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,332,"Haiti",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,332,"Haiti",1940,2102,True
1550,"Developed economies: Oceania",1940,2102,False,334,"Heard Island and McDonald Islands",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,336,"Holy See",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,340,"Honduras",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,340,"Honduras",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,340,"Honduras",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,344,"China, Hong Kong SAR",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,344,"China, Hong Kong SAR",1940,2102,True
1433,"Developing economies: Eastern Asia",1940,2102,False,344,"China, Hong Kong SAR",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,348,"Hungary",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,352,"Iceland",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,356,"India",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,356,"India",1940,2102,True
1432,"Developing economies: Southern Asia",1940,2102,False,356,"India",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,360,"Indonesia",2003,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,360,"Indonesia",2003,2102,True
1435,"Developing economies: South-eastern Asia",1940,2102,False,360,"Indonesia",2003,2102,True
1600,"Developing economies excluding China",1940,2102,False,364,"Iran (Islamic Republic of)",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,364,"Iran (Islamic Republic of)",1940,2102,True
1432,"Developing economies: Southern Asia",1940,2102,False,364,"Iran (Islamic Republic of)",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,368,"Iraq",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,368,"Iraq",1940,2102,True
1434,"Developing economies: Western Asia",1940,2102,False,368,"Iraq",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,372,"Ireland",1940,2102,True
1530,"Developed economies: Asia",1940,2102,False,376,"Israel",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,380,"Italy",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,384,"Cote d'Ivoire",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,384,"Cote d'Ivoire",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,384,"Cote d'Ivoire",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,388,"Jamaica",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,388,"Jamaica",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,388,"Jamaica",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,388,"Jamaica",1940,2102,True
1530,"Developed economies: Asia",1940,2102,False,392,"Japan",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,398,"Kazakhstan",1992,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,398,"Kazakhstan",1992,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,398,"Kazakhstan",1992,2102,True
1431,"Developing economies: Central Asia",1940,2102,False,398,"Kazakhstan",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,400,"Jordan",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,400,"Jordan",1940,2102,True
1434,"Developing economies: Western Asia",1940,2102,False,400,"Jordan",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,404,"Kenya",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,404,"Kenya",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,404,"Kenya",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,408,"Dem. People's Rep. of Korea",1940,2102,True
